1435273400.53 	Pcd: Si pero por qué me traen aquí?	1
1435273402.53 	Investigador 2: La traemos para que juegue un rato	-
1435273404.53 	Pcd: No pero es que yo no quiero jugar	-
1435273406.53 	Investigador 2: Pero ess ???????!!!!, ?????!!, a usted le gusta jugar con ??????	-
1435273410.53 	Pcd: Incomprensible	-
1435273412.53 	Participante: Pero como!!!!	-
1435273413.53 	Pcd: Noooo	-
1435273415.53 	Participante: Por que no?	1
1435273415.53 	Pcd: Porque no me gusta jugar 	1
1435273418.53 	Pcd:  Porque me dieron una nieve, pa que  viniera paca, pero ya me la comi	1
1435273424.53 	Participante:  Mmmmmmmm	1
1435273425.53 	Pcd: Incomprensible	1
1435273427.53 	Participante:  Entonces, vamos a jugar?	1
1435273429.53 	Pcd: Noo, porque  no me gusta	1
1435273432.53 	 Participante: No le gusta?	1
1435273432.53 	Pcd: Noo eso noooo, no trae otra cosa pa jugar?	1
1435273436.53 	Participante: Pero esta es la que vamos a hacer	1
1435273439.53 	Pcd: possssssss	1
1435273439.53 	Participante: A lo mejor viendo le gusta	1
1435273443.53 	Participante: Lo que se va hacer es que con esta tableta	1
1435273446.53 	Pcd: Si pero esa tableta no me gusta 	1
1435273450.53 	Participante:Pues  Es una tablita con  huequitos	1
1435273452.53 	Pcd: No porque me duele aqui (Toca sus hombros )	1
1435273456.53 	Participante: Pero la tablita (Incomprensible)	1
1435273456.53 	Pcd: Si, esta pesada y no la puedo  cargar	2
1435273461.53 	Participante: Noooo, ahorita (Incomprensible)	2
1435273464.53 	Pcd: Pesa 3 kilos 	2
1435273466.53 	Participante: Eeee, pues no. Ni la mitad de eso	2
1435273472.53 	Pcd: Noo. si	2
1435273472.53 	Participante: Lo que se va hacer, meter la cuerdita en los hoyitos 	2
1435273476.53 	Pcd: Noo, eso no me gusta, yo no quiero jugar eso 	2
1435273481.53 	Participante:  Y.....	2
1435273482.53 	Pcd: Quiero jugar a las escondidas	2
1435273484.53 	Participante: Perooooo,  a las escondidas jugamos después, mejor (incomprensible)	2
1435273488.53 	Pcd: si pero 	2
1435273490.53 	Nooo, no le pongo atención	2
1435273492.53 	Participante: (Se admira ) por qué no?	2
1435273493.53 	Pcd: Porque no, porque quiero jugra a las escondidas	-
1435273496.53 	Participante: Si pero (incomprensible)	-
1435273497.53 	Pcd: Aaa a la traes, tu la traes yo la traigo	-
1435273501.53 	Participante: si este, ahora  (incompresible)	-
1435273507.53 	Pcd: Nooo, yo no lo voy hacer, yo no lo voy hacer, porque yo quiero jugar a las escondidas	-
1435273515.53 	Participante: Al rato, primero así	-
1435273518.53 	Pcd: Pos sígalo haciendo	1
1435273520.53 	Participante:  Uno y dos 	1
1435273521.53 	Participante:  Yo ya hice!!, sigue usted.	1
1435273522.53 	 Pcd: No pos no miré, no miré porque estaba entretenida viendo mi galleta	1
1435273528.53 	Pcd: Tengo una galleta aquí 	1
1435273528.53 	Participante:  Aaaa	1
1435273530.53 	Participante: Pero...	1
1435273531.53 	Pcd: Me lo voy a comer	1
1435273533.53 	Participante: Entonces 	1
1435273533.53 	Pcd: Pero no quiero, no quiero jugar, quién le dijo que queria jugar?	1
1435273537.53 	Participante: mmmmm	1
1435273538.53 	Pcd: eee?	1
1435273539.53 	Participante: Pues a mi me dijeron que quería jugar	1
1435273541.53 	Pcd: Nooo, es que me trajeron paca y me dieron un nieve pero yo no quiero una nieve 	1
1435273547.53 	Participante:  Pero.... ya se la comió	1
1435273547.53 	Pcd: Nooo, no quiero	1
1435273549.53 	Pcd: Pues ya me la comí pero yo creí que iba a jugar de otra forma	1
1435273554.53 	Participante: Aaaa	1
1435273554.53 	Pcd: No así	1
1435273556.53 	Participante: Pues, que se le va  hacer	1
1435273559.53 	Pcd:  Pues, que se le va  hacer, pues que no quiero 	1
1435273561.53 	Pcd: Haber hágalo uste	1
1435273564.53 	Participante: Otra vez ???	1
1435273565.53 	Pcd:  Otra vez 	1
1435273565.53 	Participante: Pero lo va hacer usted después 	1
1435273567.53 	Pcd: Pues si puedo si, si no, no. 	1
1435273569.53 	Participante: Pues 	2
1435273569.53 	Pcd: Porque la tabla pesa mucho y yo me canso 	2
1435273571.53 	Pcd: Me canso y me duele aquí (toca sus hombros )	2
1435273573.53 	aaaaaaa	2
1435273576.53 	Pcd:   sssss Ayyy	2
1435273576.53 	Participante: Entonces es así	2
1435273578.53 	 Pcd: Ya sabe pa donde fue mi mamá?	2
1435273581.53 	Participante: Sss no se!!!!!	2
1435273585.53 	Pcd: No pos uste ya la hizo pero yo no la quiro hacer 	2
1435273590.53 	Participante: Esta bien fácil	2
1435273591.53 	Pcd: Pues  si, yo no digo que no, pero la tabla esta bien pesasda mire	2
1435273595.53 	Participante: Incomprensible	2
1435273597.53 	 Ya me lastimó el dedo!! Ayyy!!! aquí me duele mire porque la tabla está  pesada, pesada, pesada	2
1435273604.53 	 Participante: Incomprensible	2
1435273605.53 	Pxcd: Si, si esta pesada, muy pesada esta la tabla	2
1435273611.53 	Pcd: Y yo no quiero hacer eso	2
1435273614.53 	Participante:  No?	1
1435273615.53 	Pcd: No, no se ve bonito, uste no sabe, pero yo si se	1
1435273623.53 	 Participante: mmmmm	1
1435273624.53 	 Pcd: Yo si se jugar pero uste no sabe	1
1435273630.53 	pcd: Un mushasho que vino aquí me enseñoo hacer eso, por eso no me gusta la tabla 	1
1435273637.53 	Pcd: Y luego aquí, mire le hizo esto	1
1435273642.53 	Pcd: Y luego este es un viejo bigotón vee	1
1435273648.53 	Participante: Oooooo	1
1435273649.53 	Pcd: Que yo si se hacer mejor que uste, eso de la cruz no sirve	1
1435273655.53 	Participante: No?	1
1435273655.53 	Pcd: No, no sirve	1
1435273657.53 	Participante: Mmmmmm	1
1435273659.53 	Pcd: Quiero irme con mi mamá ya	3
1435273661.53 	 Pcd: Porque ya me comí  la nieve	3
1435273663.53 	Participante:  Peroooo, vamos a jugar no?	3
1435273666.53 	Pcd:  Pues ya le jugué mejor yo	3
1435273668.53 	Participante:Nada!!!!!	3
1435273669.53 	Pcd: Nooo, no, no	3
1435273672.53 	Pcd: ¿En dónde está mi mamá?	3
1435273674.53 	Participante:  No se 	3
1435273675.53 	Pcd: Como que no sabe	3
1435273677.53 	Pcd: Tiene que saber en donde fue	3
1435273679.53 	Participante: Donde esta mi mama?	3
1435273680.53 	Pcd:En donde?	3
1435273681.53 	Participante: Uste no sabe donde fue la mia	2
1435273683.53 	Pcd: Si se 	2
1435273683.53 	 Participante: Poco yo voy  a saber donde está la suya 	2
1435273684.53 	Pcd: Si se que esta siendo la suya	2
1435273687.53 	Participante:  En dónde esta?	2
1435273688.53 	Pcd: Eeeeeee?	2
1435273689.53 	Participante: En dónde esta?	2
1435273690.53 	 Pcd: En su casa cocinando para cuando uste llegue darle comida	2
1435273692.53 	Participante: Aaaaa	2
1435273693.53 	Pcd: Ve que yo si se	2
1435273694.53 	Participante: Yo, yo ni  estaba enterado de eso 	2
1435273697.53 	Pcd:No?, o no le da comida su mamá?	2
1435273700.53 	Participante:  Nooo, me dice que me la haga yo 	2
1435273703.53 	 Pcd: No a pues que mala mamá tiene 	2
1435273705.53 	Participante: Si verdad	2
1435273706.53 	Pcd: Noo, la mía si me da comida,  y mucha comida, mucha comida 	2
1435273712.53 	Participante:  Bueno, ahorita 	2
1435273713.53 	Pcd:  O esta trabajando?	2
1435273715.53 	Pcd:  Pa pagar su escuela verdad?, está trabajando	2
1435273718.53 	Participante: A lo mejor, es que no la veo muy  seguido	2
1435273722.53 	Pcd:  Como que no la ve?	2
1435273723.53 	Participante: Noooo	2
1435273724.53 	 Pcd: Pos que está ciego?	2
1435273726.53 	Participante: ( Risa)	2
1435273727.53 	Pcd: Eeeee, de qué se rie?	2
1435273729.53 	Participante:  De que no estoy siego!!!	2
1435273730.53 	Pcd: Se ríe de mí?, 	2
1435273732.53 	Participante: Nooo	2
1435273733.53 	Pcd:  Entonces?, como dice que, yo si veo a mi mamá diario!	2
1435273736.53 	Participante: Aaaaa, pero pos la mía noo	2
1435273740.53 	 Pcd: Pos que malo está, ta muy malo, muy malo	2
1435273746.53 	Participante: creo quee si... ahora (incomprensible)	2
1435273749.53 	Pcd:  Y que está haciendo uste aquí? a ver 	2
1435273752.53 	Participante:  Yoo	2
1435273753.53 	Pcd: Si 	2
1435273753.53 	Participante: Vine a jugar con usted, hacer crucecitas	2
1435273755.53 	Pcd: No pero, no debe jugar	2
1435273759.53 	Pcd:  Porque esta no es mi casa	2
1435273761.53 	Nooo?	2
1435273761.53 	Pcd: No.	2
1435273762.53 	Entonces de quién es?	2
